time,tweets
2018-07-30 18:28:59,RT @tghoshk: #NoConfidenceMotion accepted by Speaker Lok Sabha almost in a jiffy this time around.Recall the unnecessary hold up in the Bud…
2018-07-30 18:28:41,"RT @YGaurav_: No of seats - 544
Present no - 535
Seats required for majority - 268

Total BJP MP - 273
NDA - 311
NDA without shivsena - 293…"
2018-07-30 18:28:33,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 18:25:11,"RT @ankesh7006: Just watch 🤣🤣🤣🤣🤣👏🤣🤣🤣🤣🤣

#NoConfidenceMotion URL"
2018-07-30 18:23:29,RT @kailashwg: Lootyens journos say @AmitShah made 5calls to @uddhavthackeray before #NoConfidenceMotion but UT refused to take calls. Toda…
2018-07-30 18:20:40,"RT @Misandry_Kills: #NoConfidenceMotion
#RahulHugsModi
#Rahulspeaks

Will #Modi app add these features on #MenKiBaat ??

Our #MannKiBaat…"
2018-07-30 18:19:51,"RT @Misandry_Kills: #NoConfidenceMotion
#RahulHugsModi
#Rahulspeaks

Will #Modi app add these features on #MenKiBaat ??

Our #MannKiBaat…"
2018-07-30 18:15:14,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 18:14:08,"RT @KiranKS: Sorry Andhra Pradesh.. You have the most undisciplined MPs representing you. Next time, please elect some better ones.

The cu…"
2018-07-30 17:45:55,RT @divyaspandana: Even Taylor Swift has something to say on the #NoConfidenceMotion URL
2018-07-30 17:45:45,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-30 17:43:48,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 17:41:48,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 17:35:13,#NOCONFIDENCEMOTION REQ AS GOATS R NOT SAFE SRI @narendramodi_in MUSTPAST GOAT SAFETY ACT @republic @TimesNow… URL
2018-07-30 17:32:33,"RT @sir_vineeth: #NoConfidenceMotion

All can become future tellers now by telling Congress again gonna clean its face after loosing no con…"
2018-07-30 17:32:25,"RT @sir_vineeth: #IndiaTrustsModi

Can some doctor suggest a good method for Rahul Gandhi to come out of drug addiction. Lol 

I think He t…"
2018-07-30 17:30:19,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 17:26:14,RT @_anujsinghal: PM Modi finally addressing what should be common knowledge. The indiscriminate lending of post 2008 era the basic crux of…
2018-07-30 17:26:00,"RT @pradeepvupala: For TDP yesterday #NoConfidenceMotion

And Today NoMotion

#IndiaTrustsModi"
2018-07-30 17:25:15,RT @pradeepvupala: Pappu is not only for congress mukt bharat but also a serious BJP Supporter for sure. He hijacked the entire #NoConfiden…
2018-07-30 17:21:38,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 17:21:11,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 17:15:18,RT @_anujsinghal: PM Modi finally addressing what should be common knowledge. The indiscriminate lending of post 2008 era the basic crux of…
2018-07-30 17:11:44,"RT @INCIndia: If PM Modi was truly working towards doubling farmers' income, our farmers wouldn't be committing suicide due to debt. #ModiL…"
2018-07-30 17:11:38,"RT @Fairoz_JK: My leader @RahulGandhi Ji always stood for #PoliticsOfLove
“You can abuse me, you can call me anything , but I don’t have a…"
2018-07-30 17:11:36,"RT @Fairoz_JK: Congratulations to those 126 AYES. Those 126 AYES are the Yes of Democracy, Secularism, Equality and the voice of the voicel…"
2018-07-30 17:04:31,RT @_anujsinghal: PM Modi finally addressing what should be common knowledge. The indiscriminate lending of post 2008 era the basic crux of…
2018-07-30 17:03:01,"RT @Misandry_Kills: #NoConfidenceMotion
#RahulHugsModi
#Rahulspeaks

Will #Modi app add these features on #MenKiBaat ??

Our #MannKiBaat…"
2018-07-30 17:02:11,"RT @iamashutoshg: Look at her expressions 😂😂
#IndiaTrustsModi #NoConfidenceMotion #ModiFor2019 URL"
2018-07-30 17:00:54,RT @RakeshRBag: We cannot thank you enough for the entertainment! #NoConfidenceMotion URL
2018-07-30 17:00:49,RT @RakeshRBag: First time in my life I understand the true meaning of a phrase- 'Jabardasti Ke Gale Padna'. #NoConfidenceMotion #BhookampA…
2018-07-30 16:58:26,"@WordsSlay Woah, what shameless people...
Don't even considering what French government sent on the day of #NoConfidenceMotion"
2018-07-30 16:51:18,"RT @RitaG74: Many presstitutes fantasized themselves in place of PM when Rahul hugged him.
So proud of their prodigy!!! 
#BhookampNahiAaya…"
2018-07-30 16:29:22,"RT @RuhiTewari: Rahul Gandhi claims he went to Surat and was told that they had been hurt the most by demonetisation/GST. Well, in the Guja…"
2018-07-30 16:25:22,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 16:24:39,"RT @YGaurav_: No of seats - 544
Present no - 535
Seats required for majority - 268

Total BJP MP - 273
NDA - 311
NDA without shivsena - 293…"
2018-07-30 16:22:25,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 16:20:06,RT @mepratap: Today RG proved why he is being called Pappu!  #NoConfidenceMotion
2018-07-30 16:19:56,"RT @mepratap: PM @narendramodi ji  has won the trust vote, not just of the parliament, but of the entire nation!!  #NoConfidenceMotion"
2018-07-30 16:08:46,RT @ncbn: We moved #NoConfidenceMotion against the centre after all our efforts to seek the centre’s support failed. NDA govt has repeatedl…
2018-07-30 16:08:23,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 16:01:17,Anyone else had the thought that the @conservatives brexit is simply a distraction so we don't see how they are mea… URL
2018-07-30 15:58:51,RT @_anujsinghal: PM Modi finally addressing what should be common knowledge. The indiscriminate lending of post 2008 era the basic crux of…
2018-07-30 15:58:51,RT @HMP_News: BREAKING: PM Modi check his pockets after Rahul Gandhi hugs him. #NoConfidenceMotion URL
2018-07-30 15:58:46,RT @HMP_News: BREAKING: PM Modi to file molestation case against Rahul Gandhi for hugging without consent. #NoConfidenceMotion
2018-07-30 15:58:18,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-30 15:57:30,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 15:55:58,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 15:54:54,"RT @INCIndia: No PM Modi, increase in EPFO payroll does not mean new jobs are being created. #ModiLiesInParliament
#NoConfidenceMotion http…"
2018-07-30 15:54:02,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 15:49:32,RT @Babu_Bhaiyaa: Big moment for Congress. Rahul Gandhi ji lost his first #NoConfidenceMotion as Congress President.
2018-07-30 15:47:20,"RT @OtherSide_TRUTH: Help !  Help!  Help !
#NoConfidenceMotion for HELP

if u r iNNOCENT vd helping nature

Beware of #BiasedLaw &amp; #FakeCas…"
2018-07-30 15:26:34,"RT @banaidu1234: Benefits of linking Aadhar card to voter card
Everyone Must know

#APDemandsJustice #NoConfidenceMotion #APpolitics
#Polit…"
2018-07-30 15:25:12,RT @_anujsinghal: PM Modi finally addressing what should be common knowledge. The indiscriminate lending of post 2008 era the basic crux of…
2018-07-30 15:24:24,"RT @RuhiTewari: Rahul Gandhi claims he went to Surat and was told that they had been hurt the most by demonetisation/GST. Well, in the Guja…"
2018-07-30 15:24:19,"RT @Ra_THORe: Rahul Gandhi has the audacity to call Surgical Strikes, a 'Jumla Strike'. 

It is shameful to use this kind of language for o…"
2018-07-30 15:24:15,RT @_anujsinghal: PM Modi finally addressing what should be common knowledge. The indiscriminate lending of post 2008 era the basic crux of…
2018-07-30 15:20:38,"RT @RuhiTewari: Rahul Gandhi claims he went to Surat and was told that they had been hurt the most by demonetisation/GST. Well, in the Guja…"
2018-07-30 15:20:01,RT @_anujsinghal: PM Modi finally addressing what should be common knowledge. The indiscriminate lending of post 2008 era the basic crux of…
2018-07-30 15:12:11,"RT @Mahaveerdas97: #NoConfidenceMotion
@mlkhattar Govt. and IG Anil Rao is responsible for Barwala Scandal 2014.
In police proceedings 6 pe…"
2018-07-30 15:09:18,"RT @arjunraw99: #NoConfidenceMotion
#हरियाणा_में_हिटलर_राज
Haryana Government has no evidence against Sant Rampal, it proves that Saint Ram…"
2018-07-30 15:07:59,RT @Yeddy_Reddy: Rafale deal answered in #NoConfidenceMotion URL
2018-07-30 15:06:51,"RT @DhanrajDara1: #फौजी_का_अपमान
Is not acceptable for any Indian but our unfortunately it has been happened.
An Army man has been bearing…"
2018-07-30 15:05:24,"RT @JAslamBasha: Excellent speech! #BhookampAaGaya 

As Congress President @RahulGandhi pointed out, this is a struggle against hatred and…"
2018-07-30 15:03:12,"RT @abhishkJntrMnt: #NoConfidenceMotion
@IndiaToday @abpnewstv @IYCUttarakhand @loksabhatv @yschowdary @akhileshanandd @SudhanshuBJP @Sandi…"
2018-07-30 15:02:32,"RT @Ra_THORe: Rahul Gandhi has the audacity to call Surgical Strikes, a 'Jumla Strike'. 

It is shameful to use this kind of language for o…"
2018-07-30 15:01:44,"RT @Ra_THORe: Rahul Gandhi has the audacity to call Surgical Strikes, a 'Jumla Strike'. 

It is shameful to use this kind of language for o…"
2018-07-30 15:00:46,"RT @VinayDokania: Seriously hilarious..

Via whatsapp.
#NoConfidenceMotion #ModiLiesInParliament 

When Modi realized #BhookampAaGaya https…"
2018-07-30 14:57:11,RT @rvasisht: For one the #NoConfidenceMotion was a reality check for Rahul Gandhi about his leadership. Secondly in a Freudian slip the au…
2018-07-30 14:33:53,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-07-30 14:24:56,"RT @SirJadejaaaa: ""If You Want To Abuse, Abuse Me. You Can't Abuse The Soldiers By Calling The Surgical Strike As Jumla Strike. I Won't Tol…"
2018-07-30 14:23:32,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-07-30 14:00:22,RT @divyaspandana: Even Taylor Swift has something to say on the #NoConfidenceMotion URL
2018-07-30 13:53:46,RT @LatoyaFerns: @BJP4India is so scared of Congress President @RahulGandhi that the speaker @S_MahajanLS stopped him MID-SPEECH and called…
2018-07-30 13:53:12,RT @aziz_sayyed: #NoConfidenceMotion #DaroMat !! excellent @RahulGandhi india stands with you! URL
2018-07-30 13:49:17,"RT @BhandariAditya_: Indian citizens are not dumb enough to be played Jumla with, BJP. You got a reality check today. You can't dupe us for…"
2018-07-30 13:33:33,RT @gauravcsawant: voice of India will be heard in Parliament. India is not just about economic story. India is also about social construct…
2018-07-30 13:27:00,"@PiyushGoyal ""2019"" Is coming 
#Jumlanomics 
#NoConfidenceMotion"
2018-07-30 13:26:31,"RT @theskindoctor13: Rahul Gandhi will be the first one to speak on #NoConfidenceMotion in parliament. This might happen..

#TSDComics http…"
2018-07-30 13:22:23,RT @IshwarParmarMLA: Heartiest congratulations to our Hon'ble PM Shri @narendramodi as the #NoConfidenceMotion stands defeated &amp; NDA wins w…
2018-07-30 13:20:58,"RT @YGaurav_: No of seats - 544
Present no - 535
Seats required for majority - 268

Total BJP MP - 273
NDA - 311
NDA without shivsena - 293…"
2018-07-30 13:20:05,"RT @KOLLEO: Are not one #Modi two #Modi s was removed from India with scam money by Moun Modi 
Lalit Modi 
Nirav Modi now which Modi is on…"
2018-07-30 13:17:31,"RT @abhishkJntrMnt: #NoConfidenceMotion
To what extent can the Haryana Govt go to hide Truth behind Barwala kand!
#खट्टर_का_काला_चिठ्ठा  
@…"
2018-07-30 13:16:44,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 13:13:28,RT @radharaju18: Sir @ncbn ji....Is funny you are speaking of holding Olympics and at the same time asking for spl status...I thought spl s…
2018-07-30 12:55:14,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-30 12:53:20,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 12:52:01,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-30 12:51:59,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 12:50:49,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 12:48:27,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 12:42:37,RT @abhimanyuraohry: People are victims of the Jhumla strike. @RahulGandhi #NoConfidenceMotion
2018-07-30 12:42:37,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 12:42:22,RT @abhimanyuraohry: The PM and his Party President cannot afford to lose power! Because the moment they lose other processes will start- @…
2018-07-30 12:42:14,RT @SaralPatel_: Future Prime-Minister gives a warm love filled hug to the outgoing Prime-Minister. #HugNotHate #NoConfidenceMotion #RahulG…
2018-07-30 12:18:43,"RT @abhishkJntrMnt: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अप…"
2018-07-30 12:15:11,"RT @INCMumbai: Congress President @RahulGandhi addresses the Parliament during the #NoConfidenceMotion

 URL"
2018-07-30 12:07:23,RT @kush07: Summary of what Hon'ble PM @narendramodi'ji did to #PongaPandit @RahulGandhi &amp; all his #Pidis &amp; his #TukdeTukdeGang members in…
2018-07-30 12:06:03,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 11:51:51,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-30 11:50:26,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-30 11:50:17,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 11:25:04,ONLY #Tory MP's can activate a #NoConfidenceMotion  against her.  Why aren't they doing this ?? It only takes 48 of… URL
2018-07-30 11:03:07,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-30 11:00:03,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 10:59:47,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-30 10:52:09,"RT @janghela1: papu @RahulGandhi  giving a electrified performance.😎😎
@narendramodi just..🤔🤔
@rssurjewala
@jitupatwari
@aajtak
@ZeeNews
@Sa…"
2018-07-30 10:50:06,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 10:49:39,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 10:40:57,"RT @burnolwalli: #NoConfidenceMotion #IndiaTrustsModi #ModiTrustVote 
This No Confidence Motion actually was self destruction of congress &amp;…"
2018-07-30 10:34:49,RT @eOrganiser: NDA has the confidence of the Lok Sabha and the 125 crore people of India. I thank all the parties that have supported us i…
2018-07-30 10:34:18,When is the right time for a #NoConfidenceMotion in this sham that calls itself a #Tory #Government?  They ignore t… URL
2018-07-30 10:25:51,"RT @drshamamohd: UPA constructed 1,94,06,305 houses from 2004-2014.

On the other hand, Modi govt constructed only 43 lakh houses in 4 year…"
2018-07-30 09:59:19,"RT @dilipjain1979: No confidence grand debate exposes Rahul Gandhi’s lack of leadership abilities

#NoConfidenceMotion
URL"
2018-07-30 09:37:25,RT @ammarmohdriyaz: Add one more thing to this... ch**yape Mai Diya Hua Vote #BJP_भगाओ_देश_बचाओ  #NoConfidenceMotion @dhruv_rathee https://…
2018-07-30 09:34:37,RT @ammarmohdriyaz: Add one more thing to this... ch**yape Mai Diya Hua Vote #BJP_भगाओ_देश_बचाओ  #NoConfidenceMotion @dhruv_rathee https://…
2018-07-30 09:22:01,"RT @_YogendraYadav: Modi govt's achievement is that everyone, including

Farmer
Trader
Youth
Women
Dalit
Minorities

is more insecure today…"
2018-07-30 09:13:24,Add one more thing to this... ch**yape Mai Diya Hua Vote #BJP_भगाओ_देश_बचाओ  #NoConfidenceMotion @dhruv_rathee URL
2018-07-30 09:07:52,"RT @PumpiNsui: #BhookampAaGaya

Jaddu Ki Jhappi for Modi ji.
Love for all. Idea of Congress. Idea of India. 
#BhookampAaGaya 
#NoConfidence…"
2018-07-30 08:56:21,RT @JaiTDP: #NoConfidenceMotion introduced by TDP has been accepted by Lok Sabha Speaker. This is a huge victory for the State of Andhra Pr…
2018-07-30 08:55:51,"RT @JaiTDP: #VictoryForTelugus 
Speaker Sumitra Mahajan said the notice will be taken up on Friday.
#APDemandsSpecialStatus 
#APDemandsJust…"
2018-07-30 08:55:22,"RT @JaiTDP: For the first time in 15 years, a no-confidence motion against the government was moved and accepted in Lok Sabha today. Speake…"
2018-07-30 08:54:53,RT @JaiTDP: As part of its strategy to step up campaign on the Centre to grant Special Category Status (SCS) following the reorganisation o…
2018-07-30 08:54:39,RT @ncbn: We moved #NoConfidenceMotion against the centre after all our efforts to seek the centre’s support failed. NDA govt has repeatedl…
2018-07-30 08:54:03,"RT @UPSC35: Dear PM @narendramodi 

Grant All Students 

Attempts in 2019 for #IAS

We the students praying you to win no confidence motion…"
2018-07-30 08:49:51,RT @Shanktan: 325 Noes proves that not only MP's but entire  #IndiaTrustsModi !! Govt wins vote on opposition backed #NoConfidenceMotion 👍…
2018-07-30 08:45:37,"RT @CharuPragya: They say they have the numbers. Have they forgotten how to count?

Let’s wait and watch as @INCIndia relearns counting tod…"
2018-07-30 08:31:44,"RT @pbhushan1: The manner in which BJP is disrupting Rahul Gandhi's speech in the #NoConfidenceMotion, especially when he spoke of Rafale d…"
2018-07-30 08:18:07,RT @devaldiwakar: Who called it Diarrhoea and not no confidence motion? #NoConfidenceMotion
2018-07-30 08:14:08,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 07:52:42,"RT @NtvteluguHD: #Face2Face With #Congress Party Leader #KVPRamaChandraRao Over #APSpecialStatus 
Video ► URL 

#NtvTel…"
2018-07-30 07:44:05,"RT @NtvteluguHD: #TDP Leaders Protest Outside #Parliament, Demands #APSpecialStatus 
Video ► URL 

#NtvTelugu #NoConfid…"
2018-07-30 07:38:00,"RT @sagarcasm: What a day in parliament. It was full of hugs, winks, comedy, misinformation, lies and propoganda but overall a waste of tim…"
2018-07-30 07:31:32,Mr @PriyankKharge there is no requirement for PM @narendramodi to waste his time in OpenHouse. Country has seen his… URL
2018-07-30 07:04:56,"RT @TS_SinghDeo: Why only one sided #MannKiBaat? Why not listen to farmers' Mann ki Baat? Or Small scale businessmen, who have lost their b…"
2018-07-30 07:01:52,"RT @satyaprakash14u: @Chinmayi Criminals need to be in jail then why to cry for punishment only to men ?

If equal justice expected fight f…"
2018-07-30 07:01:40,"#whotookutrun?
@ysjagan @YSRCParty @yssharmila 
#ChandrababuNaidu || Political Updates #APDemandsJustice… URL"
2018-07-30 06:50:58,"RT @satyaprakash14u: @Chinmayi Criminals need to be in jail then why to cry for punishment only to men ?

If equal justice expected fight f…"
2018-07-30 06:50:35,RT @arjunsah1996: such a shameful act by @INCIndia  and other opposition party. they demand for #NoConfidenceMotion debate and they act lik…
2018-07-30 06:32:51,RT @MahikaInfra: The real reason behind #NoConfidenceMotion is to intimidate @narendramodi Govt by blocking #AugustaBreakthrough to save So…
2018-07-30 06:28:59,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-30 06:25:46,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 06:24:24,"RT @ncbn: I want to thank all the national and regional parties who supported us in our fight for justice, inspite of all the political bar…"
2018-07-30 06:22:05,RT @Modern_kano: Rahul Gandhi after watching #NoConfidenceMotion voting results URL
2018-07-30 06:18:56,"RT @amruthasai3: #NoConfidenceMotion #APDemandsJustice #RigthtTurnAtRightTime Come on telugu people, lets fight for our right ""vishaka jone…"
2018-07-30 06:16:11,"#NoConfidenceMotion #APDemandsJustice #RigthtTurnAtRightTime Come on telugu people, lets fight for our right ""visha… URL"
2018-07-30 06:09:41,"RT @JagratiShukla29: #NoConfidenceMotion takeaways:
&gt;Drama Prince Rahul Gandhi is a poor orator &amp; a worse actor. #RahulHugsModi
&gt;Big blow f…"
2018-07-30 06:08:46,"RT @drshamamohd: UPA constructed 1,94,06,305 houses from 2004-2014.

On the other hand, Modi govt constructed only 43 lakh houses in 4 year…"
2018-07-30 05:51:29,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-30 05:48:51,RT @gandhi_pv: Every Single Party has failed to ask why #ModiSarkar did not create Lokpal as enacted by Parliament ? During debate on  #NoC…
2018-07-30 05:41:46,"RT @ncbn: Initiating the #NoConfidenceMotion, @jaygalla comprehensively exposed injustice done to AP. On behalf of 5 Cr people of AP, we de…"
2018-07-30 05:30:01,"RT @kamni_dasi: #NoConfidenceMotion
govt in haryana and in Delhi should face social no confidence motion as
#हरियाणा_में_हिटलर_राज
predeter…"
2018-07-30 05:27:52,RT @dasexpress: #NoConfidenceMotion Congress #LooseMotion
2018-07-30 05:25:37,"RT @abhishkJntrMnt: Rahul Gandhi
#NoConfidenceMotion
Watch how the the honest soldier is wrongly framed into the Sedition case.
#फौजी_का_अप…"
2018-07-30 05:05:15,"RT @dilipjain1979: No confidence grand debate exposes Rahul Gandhi’s lack of leadership abilities

#NoConfidenceMotion
URL"
2018-07-30 04:51:40,"RT @Harish7Sethi: #खुनी_सरकार pressurized judge to verdict in government side
#NoConfidenceMotion 
@aajtak @naqvimukhtar 
@abpnewstv @ndtv…"
2018-07-30 04:51:15,"RT @DhanrajDara1: #NoConfidenceMotion   
                                           Now the time to #खूनी_सरकार .......
#अंधाकानून ,…"
2018-07-30 04:38:33,"RT @Barmer_Harish: Last 4 years, PM @narendramodi's friends can actually vouch for his friendship!  While the poor continue to wait for the…"
2018-07-30 04:30:53,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 04:23:13,"RT @drshamamohd: UPA constructed 1,94,06,305 houses from 2004-2014.

On the other hand, Modi govt constructed only 43 lakh houses in 4 year…"
2018-07-30 04:03:35,"RT @dilipjain1979: No confidence grand debate exposes Rahul Gandhi’s lack of leadership abilities

#NoConfidenceMotion
URL"
2018-07-30 03:57:59,RT @Jogesh23930292: @HegerseSandeep @Chinmayi @satyaprakash14u Either be a victim and suffer due to #GenderBiasedLaws or rise ! Don't commi…
2018-07-30 03:57:14,"RT @satyaprakash14u: @Chinmayi Criminals need to be in jail then why to cry for punishment only to men ?

If equal justice expected fight f…"
2018-07-30 03:55:43,"RT @dilipjain1979: No confidence grand debate exposes Rahul Gandhi’s lack of leadership abilities

#NoConfidenceMotion
URL"
2018-07-30 03:55:27,"RT @dilipjain1979: No confidence grand debate exposes Rahul Gandhi’s lack of leadership abilities

#NoConfidenceMotion
URL"
2018-07-30 03:54:19,"RT @imkumarnk: Thanks @narendramodi 
#NoConfidenceMotion @BJP4India URL"
2018-07-30 03:46:48,"No confidence grand debate exposes Rahul Gandhi’s lack of leadership abilities

#NoConfidenceMotion
URL"
2018-07-30 03:31:59,RT @Ibleed_sarcasm: The only person who was making sense and highlighted real issues was @BadruddinAjmal #NoConfidenceMotion
2018-07-30 03:30:11,RT @INCMumbai: PM Narendra Modi and  BJP President Amit Shah fear losing power because they know that “other processes will start against t…
2018-07-30 03:23:28,"RT @Sunil_Deodhar: Some words used by Congress Leaders for @narendramodi Ji
Yamraj
Maut Ka Saudagar
Ravan
Gandi Nali Ka Keeda
Monkey
Rabies…"
2018-07-30 03:22:36,"RT @AIPCMumbaiWest: @INCIndia Prez. @RahulGandhi ripped through the PM's jumlas and failed policy in the #NoConfidenceMotion debate.

Here…"
2018-07-30 03:22:01,"RT @drshamamohd: UPA constructed 1,94,06,305 houses from 2004-2014.

On the other hand, Modi govt constructed only 43 lakh houses in 4 year…"
2018-07-30 03:20:57,"RT @RaghuramRRajan: If Bankers would be given  #NoConfidenceMotion veto power, the 1 million Bankers will completely ignore this government…"
2018-07-30 03:11:35,"RT @Barmer_Harish: Last 4 years, PM @narendramodi's friends can actually vouch for his friendship!  While the poor continue to wait for the…"
2018-07-30 02:53:13,RT @Djha2043: Congrats sir @narendramodi @AmitShah @rajnathsingh for defeating #NoConfidenceMotion Now please defeat #noflatmotion by #amra…
2018-07-30 02:52:53,"RT @NtvteluguHD: Watch #Parliament #MonsoonSession (24-7-2018) -- #LokSabha Live On @NtvteluguHD 
LIVE ► URL

#NoConfid…"
2018-07-30 02:52:45,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 02:33:51,RT @ncbn: This is a fight between majority and morality. We want the provisions of the Act and promises made to people of Andhra Pradesh du…
2018-07-30 02:33:13,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 02:26:30,"RT @drshamamohd: UPA constructed 1,94,06,305 houses from 2004-2014.

On the other hand, Modi govt constructed only 43 lakh houses in 4 year…"
2018-07-30 02:06:13,"RT @YGaurav_: @narendramodi Its matter of shame for ""Rahul Gandhi"" and  CONgress . PM @narendramodi smashed them with his speech. #NoConfid…"
2018-07-30 02:06:09,"RT @drshamamohd: UPA constructed 1,94,06,305 houses from 2004-2014.

On the other hand, Modi govt constructed only 43 lakh houses in 4 year…"
2018-07-30 02:05:30,"RT @YGaurav_: @narendramodi Back in 1999 ; 

BJP -- 182  
CONgress -- 101 
other regional parties -- 101 seats. 

Atal Bihari Vajpayee ji w…"
2018-07-30 01:45:17,RT @BJP4India: PM Modi is addressing the Parliament on #NoConfidenceMotion. Watch at URL #IndiaTrustsModi URL
